FIPS,bronze.rate,silver.rate,gold.rate,Column1,bronze percent difference,Column3,Column4,Column5,Class,,,26,,,,,,,,,
26013,304.2945,405.78375,503.9709375,1.650989804,-6%,2.744%,11.665%,2.778%,s,,,,,,,-0.06,,,,,
26033,304.2945,405.78375,503.9709375,1.650989804,-6%,2.744%,11.665%,2.778%,s,,,,,,,-0.06,,,,,
26041,304.2945,405.78375,503.9709375,1.650989804,-6%,2.744%,11.665%,2.778%,s,,,,,,,-0.06,,,,,
26043,304.2945,405.78375,503.9709375,1.650989804,-6%,2.744%,11.665%,2.778%,s,,,,,,,-0.06,,,,,
26053,304.2945,405.78375,503.9709375,1.650989804,-6%,2.744%,11.665%,2.778%,s,,,,,,,-0.06,,,,,
26061,304.2945,405.78375,503.9709375,1.650989804,-6%,2.744%,11.665%,2.778%,s,,,,,,,-0.06,,,,,
26071,304.2945,405.78375,503.9709375,1.650989804,-6%,2.744%,11.665%,2.778%,s,,,,,,,-0.06,,,,,
26083,304.2945,405.78375,503.9709375,1.650989804,-6%,2.744%,11.665%,2.778%,s,,,,,,,-0.06,,,,,
26095,304.2945,405.78375,503.9709375,1.650989804,-6%,2.744%,11.665%,2.778%,s,,,,,,,-0.06,,,,,
26097,304.2945,405.78375,503.9709375,1.650989804,-6%,2.744%,11.665%,2.778%,s,,,,,,,-0.06,,,,,
26103,304.2945,405.78375,503.9709375,1.650989804,-6%,2.744%,11.665%,2.778%,s,,,,,,,-0.06,,,,,
26109,304.2945,405.78375,503.9709375,1.650989804,-6%,2.744%,11.665%,2.778%,s,,,,,,,-0.06,,,,,
26131,304.2945,405.78375,503.9709375,1.650989804,-6%,2.744%,11.665%,2.778%,s,,,,,,,-0.06,,,,,
26153,304.2945,405.78375,503.9709375,1.650989804,-6%,2.744%,11.665%,2.778%,s,,,,,,,-0.06,,,,,
55037,311.1738412,441.2508894,453.6038608,1.688314573,-4%,11.724%,0.505%,2.759%,s,,,,,,,-0.04,,,,,
42075,323.43625,440.5334043,436.0602326,1.754845884,0%,11.543%,-3.382%,2.665%,s,,,,,,,0,,,,,
28013,343.0283333,378.1525,472.315,1.861145307,6%,-4.252%,4.651%,2.093%,s,,,,,,,0.06,,,,,
28031,343.0283333,378.1525,472.315,1.861145307,6%,-4.252%,4.651%,2.093%,s,,,,,,,0.06,,,,,
28035,343.0283333,378.1525,472.315,1.861145307,6%,-4.252%,4.651%,2.093%,s,,,,,,,0.06,,,,,
28039,343.0283333,378.1525,472.315,1.861145307,6%,-4.252%,4.651%,2.093%,s,,,,,,,0.06,,,,,
28041,343.0283333,378.1525,472.315,1.861145307,6%,-4.252%,4.651%,2.093%,s,,,,,,,0.06,,,,,
28045,343.0283333,378.1525,472.315,1.861145307,6%,-4.252%,4.651%,2.093%,s,,,,,,,0.06,,,,,
28047,343.0283333,378.1525,472.315,1.861145307,6%,-4.252%,4.651%,2.093%,s,,,,,,,0.06,,,,,
28059,343.0283333,378.1525,472.315,1.861145307,6%,-4.252%,4.651%,2.093%,s,,,,,,,0.06,,,,,
28065,343.0283333,378.1525,472.315,1.861145307,6%,-4.252%,4.651%,2.093%,s,,,,,,,0.06,,,,,
28067,343.0283333,378.1525,472.315,1.861145307,6%,-4.252%,4.651%,2.093%,s,,,,,,,0.06,,,,,
28073,343.0283333,378.1525,472.315,1.861145307,6%,-4.252%,4.651%,2.093%,s,,,,,,,0.06,,,,,
28077,343.0283333,378.1525,472.315,1.861145307,6%,-4.252%,4.651%,2.093%,s,,,,,,,0.06,,,,,
28091,343.0283333,378.1525,472.315,1.861145307,6%,-4.252%,4.651%,2.093%,s,,,,,,,0.06,,,,,
28109,343.0283333,378.1525,472.315,1.861145307,6%,-4.252%,4.651%,2.093%,s,,,,,,,0.06,,,,,
28111,343.0283333,378.1525,472.315,1.861145307,6%,-4.252%,4.651%,2.093%,s,,,,,,,0.06,,,,,
28131,343.0283333,378.1525,472.315,1.861145307,6%,-4.252%,4.651%,2.093%,s,,,,,,,0.06,,,,,
28147,343.0283333,378.1525,472.315,1.861145307,6%,-4.252%,4.651%,2.093%,s,,,,,,,0.06,,,,,
28155,343.0283333,378.1525,472.315,1.861145307,6%,-4.252%,4.651%,2.093%,s,,,,,,,0.06,,,,,
6005,338.4890071,381.0126429,473.6908571,1.836516596,4%,-3.528%,4.956%,1.969%,s,,,,,,,0.04,,,,,
6025,338.4890071,381.0126429,473.6908571,1.836516596,4%,-3.528%,4.956%,1.969%,s,,,,,,,0.04,,,,,
6043,338.4890071,381.0126429,473.6908571,1.836516596,4%,-3.528%,4.956%,1.969%,s,,,,,,,0.04,,,,,
6115,338.4890071,381.0126429,473.6908571,1.836516596,4%,-3.528%,4.956%,1.969%,s,,,,,,,0.04,,,,,
48235,371.0325,357.354213,455.2696899,2.013085594,15%,-9.518%,0.874%,1.960%,s,,,,,,,0.15,,,,,
48451,371.0325,357.354213,455.2696899,2.013085594,15%,-9.518%,0.874%,1.960%,s,,,,,,,0.15,,,,,
42041,321.3893939,437.9373077,431.3585417,1.743740397,-1%,10.885%,-4.424%,1.888%,s,,,,,,,-0.01,,,,,
42043,321.3893939,437.9373077,431.3585417,1.743740397,-1%,10.885%,-4.424%,1.888%,s,,,,,,,-0.01,,,,,
42099,321.3893939,437.9373077,431.3585417,1.743740397,-1%,10.885%,-4.424%,1.888%,s,,,,,,,-0.01,,,,,
6111,338.3033099,380.802766,472.4847887,1.835509071,4%,-3.581%,4.689%,1.843%,s,,,,,,,0.04,,,,,
28001,342.6608333,385.4839286,460.859375,1.859151388,6%,-2.396%,2.113%,1.828%,s,,,,,,,0.06,,,,,
28005,342.6608333,385.4839286,460.859375,1.859151388,6%,-2.396%,2.113%,1.828%,s,,,,,,,0.06,,,,,
28007,342.6608333,385.4839286,460.859375,1.859151388,6%,-2.396%,2.113%,1.828%,s,,,,,,,0.06,,,,,
28011,342.6608333,385.4839286,460.859375,1.859151388,6%,-2.396%,2.113%,1.828%,s,,,,,,,0.06,,,,,
28015,342.6608333,385.4839286,460.859375,1.859151388,6%,-2.396%,2.113%,1.828%,s,,,,,,,0.06,,,,,
28019,342.6608333,385.4839286,460.859375,1.859151388,6%,-2.396%,2.113%,1.828%,s,,,,,,,0.06,,,,,
28021,342.6608333,385.4839286,460.859375,1.859151388,6%,-2.396%,2.113%,1.828%,s,,,,,,,0.06,,,,,
28023,342.6608333,385.4839286,460.859375,1.859151388,6%,-2.396%,2.113%,1.828%,s,,,,,,,0.06,,,,,
28027,342.6608333,385.4839286,460.859375,1.859151388,6%,-2.396%,2.113%,1.828%,s,,,,,,,0.06,,,,,
28029,342.6608333,385.4839286,460.859375,1.859151388,6%,-2.396%,2.113%,1.828%,s,,,,,,,0.06,,,,,
28037,342.6608333,385.4839286,460.859375,1.859151388,6%,-2.396%,2.113%,1.828%,s,,,,,,,0.06,,,,,
28043,342.6608333,385.4839286,460.859375,1.859151388,6%,-2.396%,2.113%,1.828%,s,,,,,,,0.06,,,,,
28049,342.6608333,385.4839286,460.859375,1.859151388,6%,-2.396%,2.113%,1.828%,s,,,,,,,0.06,,,,,
28051,342.6608333,385.4839286,460.859375,1.859151388,6%,-2.396%,2.113%,1.828%,s,,,,,,,0.06,,,,,
28053,342.6608333,385.4839286,460.859375,1.859151388,6%,-2.396%,2.113%,1.828%,s,,,,,,,0.06,,,,,
28055,342.6608333,385.4839286,460.859375,1.859151388,6%,-2.396%,2.113%,1.828%,s,,,,,,,0.06,,,,,
28061,342.6608333,385.4839286,460.859375,1.859151388,6%,-2.396%,2.113%,1.828%,s,,,,,,,0.06,,,,,
28063,342.6608333,385.4839286,460.859375,1.859151388,6%,-2.396%,2.113%,1.828%,s,,,,,,,0.06,,,,,
28079,342.6608333,385.4839286,460.859375,1.859151388,6%,-2.396%,2.113%,1.828%,s,,,,,,,0.06,,,,,
28083,342.6608333,385.4839286,460.859375,1.859151388,6%,-2.396%,2.113%,1.828%,s,,,,,,,0.06,,,,,
28085,342.6608333,385.4839286,460.859375,1.859151388,6%,-2.396%,2.113%,1.828%,s,,,,,,,0.06,,,,,
28089,342.6608333,385.4839286,460.859375,1.859151388,6%,-2.396%,2.113%,1.828%,s,,,,,,,0.06,,,,,
28097,342.6608333,385.4839286,460.859375,1.859151388,6%,-2.396%,2.113%,1.828%,s,,,,,,,0.06,,,,,
28101,342.6608333,385.4839286,460.859375,1.859151388,6%,-2.396%,2.113%,1.828%,s,,,,,,,0.06,,,,,
28107,342.6608333,385.4839286,460.859375,1.859151388,6%,-2.396%,2.113%,1.828%,s,,,,,,,0.06,,,,,
28113,342.6608333,385.4839286,460.859375,1.859151388,6%,-2.396%,2.113%,1.828%,s,,,,,,,0.06,,,,,
28119,342.6608333,385.4839286,460.859375,1.859151388,6%,-2.396%,2.113%,1.828%,s,,,,,,,0.06,,,,,
28121,342.6608333,385.4839286,460.859375,1.859151388,6%,-2.396%,2.113%,1.828%,s,,,,,,,0.06,,,,,
28123,342.6608333,385.4839286,460.859375,1.859151388,6%,-2.396%,2.113%,1.828%,s,,,,,,,0.06,,,,,
28125,342.6608333,385.4839286,460.859375,1.859151388,6%,-2.396%,2.113%,1.828%,s,,,,,,,0.06,,,,,
28127,342.6608333,385.4839286,460.859375,1.859151388,6%,-2.396%,2.113%,1.828%,s,,,,,,,0.06,,,,,
28129,342.6608333,385.4839286,460.859375,1.859151388,6%,-2.396%,2.113%,1.828%,s,,,,,,,0.06,,,,,
28133,342.6608333,385.4839286,460.859375,1.859151388,6%,-2.396%,2.113%,1.828%,s,,,,,,,0.06,,,,,
28135,342.6608333,385.4839286,460.859375,1.859151388,6%,-2.396%,2.113%,1.828%,s,,,,,,,0.06,,,,,
28149,342.6608333,385.4839286,460.859375,1.859151388,6%,-2.396%,2.113%,1.828%,s,,,,,,,0.06,,,,,
28151,342.6608333,385.4839286,460.859375,1.859151388,6%,-2.396%,2.113%,1.828%,s,,,,,,,0.06,,,,,
28153,342.6608333,385.4839286,460.859375,1.859151388,6%,-2.396%,2.113%,1.828%,s,,,,,,,0.06,,,,,
28157,342.6608333,385.4839286,460.859375,1.859151388,6%,-2.396%,2.113%,1.828%,s,,,,,,,0.06,,,,,
28161,342.6608333,385.4839286,460.859375,1.859151388,6%,-2.396%,2.113%,1.828%,s,,,,,,,0.06,,,,,
28163,342.6608333,385.4839286,460.859375,1.859151388,6%,-2.396%,2.113%,1.828%,s,,,,,,,0.06,,,,,
29039,322.7002778,446.999,415.444,1.75085277,0%,13.180%,-7.950%,1.612%,s,,,,,,,0,,,,,
29091,322.7002778,446.999,415.444,1.75085277,0%,13.180%,-7.950%,1.612%,s,,,,,,,0,,,,,
29215,322.7002778,446.999,415.444,1.75085277,0%,13.180%,-7.950%,1.612%,s,,,,,,,0,,,,,
4003,329.6769231,376.1512727,485.9044118,1.788705476,2%,-4.759%,7.662%,1.554%,s,,,,,,,0.02,,,,,
4009,329.6769231,376.1512727,485.9044118,1.788705476,2%,-4.759%,7.662%,1.554%,s,,,,,,,0.02,,,,,
4011,329.6769231,376.1512727,485.9044118,1.788705476,2%,-4.759%,7.662%,1.554%,s,,,,,,,0.02,,,,,
42055,324.52375,429.4385294,432.1473529,1.760746258,0%,8.734%,-4.249%,1.551%,s,,,,,,,0,,,,,
48021,365.7428125,358.7845,455.2773282,1.984385699,13%,-9.156%,0.876%,1.537%,s,,,,,,,0.13,,,,,
48055,365.7428125,358.7845,455.2773282,1.984385699,13%,-9.156%,0.876%,1.537%,s,,,,,,,0.13,,,,,
48119,365.35,356.5975,454.5431783,1.982254443,13%,-9.710%,0.713%,1.258%,s,,,,,,,0.13,,,,,
48231,365.35,356.5975,454.5431783,1.982254443,13%,-9.710%,0.713%,1.258%,s,,,,,,,0.13,,,,,
48251,365.35,356.5975,454.5431783,1.982254443,13%,-9.710%,0.713%,1.258%,s,,,,,,,0.13,,,,,
48497,365.35,356.5975,454.5431783,1.982254443,13%,-9.710%,0.713%,1.258%,s,,,,,,,0.13,,,,,
48057,364.3578571,356.5281019,454.6226357,1.976871442,12%,-9.727%,0.731%,1.156%,s,,,,,,,0.12,,,,,
48175,364.3578571,356.5281019,454.6226357,1.976871442,12%,-9.727%,0.731%,1.156%,s,,,,,,,0.12,,,,,
48469,364.3578571,356.5281019,454.6226357,1.976871442,12%,-9.727%,0.731%,1.156%,s,,,,,,,0.12,,,,,
32005,322.8932143,382.4365476,480.2730435,1.751899572,0%,-3.167%,6.414%,0.971%,s,,,,,,,0,,,,,
32019,322.8932143,382.4365476,480.2730435,1.751899572,0%,-3.167%,6.414%,0.971%,s,,,,,,,0,,,,,
32029,322.8932143,382.4365476,480.2730435,1.751899572,0%,-3.167%,6.414%,0.971%,s,,,,,,,0,,,,,
32510,322.8932143,382.4365476,480.2730435,1.751899572,0%,-3.167%,6.414%,0.971%,s,,,,,,,0,,,,,
39073,308.2810811,402.2403147,477.8244444,1.672619523,-5%,1.847%,5.872%,0.958%,s,,,,,,,-0.05,,,,,
48051,362.2560714,356.2213889,454.301938,1.965467927,12%,-9.805%,0.660%,0.890%,s,,,,,,,0.12,,,,,
48395,362.2560714,356.2213889,454.301938,1.965467927,12%,-9.805%,0.660%,0.890%,s,,,,,,,0.12,,,,,
29071,318.4664865,427.2341176,432.5,1.727881779,-2%,8.175%,-4.171%,0.768%,s,,,,,,,-0.02,,,,,
29099,318.4664865,427.2341176,432.5,1.727881779,-2%,8.175%,-4.171%,0.768%,s,,,,,,,-0.02,,,,,
29113,318.4664865,427.2341176,432.5,1.727881779,-2%,8.175%,-4.171%,0.768%,s,,,,,,,-0.02,,,,,
29219,318.4664865,427.2341176,432.5,1.727881779,-2%,8.175%,-4.171%,0.768%,s,,,,,,,-0.02,,,,,
19029,330.7343137,446.3727273,392.4893333,1.794442488,2%,13.021%,-13.036%,0.691%,s,,,,,,,0.02,,,,,
19129,330.7343137,446.3727273,392.4893333,1.794442488,2%,13.021%,-13.036%,0.691%,s,,,,,,,0.02,,,,,
19137,330.7343137,446.3727273,392.4893333,1.794442488,2%,13.021%,-13.036%,0.691%,s,,,,,,,0.02,,,,,
19165,330.7343137,446.3727273,392.4893333,1.794442488,2%,13.021%,-13.036%,0.691%,s,,,,,,,0.02,,,,,
19155,329.65,444.31,395.26625,1.788559401,2%,12.499%,-12.421%,0.610%,s,,,,,,,0.02,,,,,
48031,359.6957143,355.8626852,453.9827907,1.951576373,11%,-9.896%,0.589%,0.573%,s,,,,,,,0.11,,,,,
48049,359.6957143,355.8626852,453.9827907,1.951576373,11%,-9.896%,0.589%,0.573%,s,,,,,,,0.11,,,,,
48063,359.6957143,355.8626852,453.9827907,1.951576373,11%,-9.896%,0.589%,0.573%,s,,,,,,,0.11,,,,,
48095,359.6957143,355.8626852,453.9827907,1.951576373,11%,-9.896%,0.589%,0.573%,s,,,,,,,0.11,,,,,
48097,359.6957143,355.8626852,453.9827907,1.951576373,11%,-9.896%,0.589%,0.573%,s,,,,,,,0.11,,,,,
48123,359.6957143,355.8626852,453.9827907,1.951576373,11%,-9.896%,0.589%,0.573%,s,,,,,,,0.11,,,,,
48137,359.6957143,355.8626852,453.9827907,1.951576373,11%,-9.896%,0.589%,0.573%,s,,,,,,,0.11,,,,,
48147,359.6957143,355.8626852,453.9827907,1.951576373,11%,-9.896%,0.589%,0.573%,s,,,,,,,0.11,,,,,
48163,359.6957143,355.8626852,453.9827907,1.951576373,11%,-9.896%,0.589%,0.573%,s,,,,,,,0.11,,,,,
48171,359.6957143,355.8626852,453.9827907,1.951576373,11%,-9.896%,0.589%,0.573%,s,,,,,,,0.11,,,,,
48177,359.6957143,355.8626852,453.9827907,1.951576373,11%,-9.896%,0.589%,0.573%,s,,,,,,,0.11,,,,,
48185,359.6957143,355.8626852,453.9827907,1.951576373,11%,-9.896%,0.589%,0.573%,s,,,,,,,0.11,,,,,
48213,359.6957143,355.8626852,453.9827907,1.951576373,11%,-9.896%,0.589%,0.573%,s,,,,,,,0.11,,,,,
48221,359.6957143,355.8626852,453.9827907,1.951576373,11%,-9.896%,0.589%,0.573%,s,,,,,,,0.11,,,,,
48225,359.6957143,355.8626852,453.9827907,1.951576373,11%,-9.896%,0.589%,0.573%,s,,,,,,,0.11,,,,,
48237,359.6957143,355.8626852,453.9827907,1.951576373,11%,-9.896%,0.589%,0.573%,s,,,,,,,0.11,,,,,
48239,359.6957143,355.8626852,453.9827907,1.951576373,11%,-9.896%,0.589%,0.573%,s,,,,,,,0.11,,,,,
48265,359.6957143,355.8626852,453.9827907,1.951576373,11%,-9.896%,0.589%,0.573%,s,,,,,,,0.11,,,,,
48267,359.6957143,355.8626852,453.9827907,1.951576373,11%,-9.896%,0.589%,0.573%,s,,,,,,,0.11,,,,,
48271,359.6957143,355.8626852,453.9827907,1.951576373,11%,-9.896%,0.589%,0.573%,s,,,,,,,0.11,,,,,
48285,359.6957143,355.8626852,453.9827907,1.951576373,11%,-9.896%,0.589%,0.573%,s,,,,,,,0.11,,,,,
48289,359.6957143,355.8626852,453.9827907,1.951576373,11%,-9.896%,0.589%,0.573%,s,,,,,,,0.11,,,,,
48313,359.6957143,355.8626852,453.9827907,1.951576373,11%,-9.896%,0.589%,0.573%,s,,,,,,,0.11,,,,,
48319,359.6957143,355.8626852,453.9827907,1.951576373,11%,-9.896%,0.589%,0.573%,s,,,,,,,0.11,,,,,
48323,359.6957143,355.8626852,453.9827907,1.951576373,11%,-9.896%,0.589%,0.573%,s,,,,,,,0.11,,,,,
48327,359.6957143,355.8626852,453.9827907,1.951576373,11%,-9.896%,0.589%,0.573%,s,,,,,,,0.11,,,,,
48337,359.6957143,355.8626852,453.9827907,1.951576373,11%,-9.896%,0.589%,0.573%,s,,,,,,,0.11,,,,,
48347,359.6957143,355.8626852,453.9827907,1.951576373,11%,-9.896%,0.589%,0.573%,s,,,,,,,0.11,,,,,
48363,359.6957143,355.8626852,453.9827907,1.951576373,11%,-9.896%,0.589%,0.573%,s,,,,,,,0.11,,,,,
48365,359.6957143,355.8626852,453.9827907,1.951576373,11%,-9.896%,0.589%,0.573%,s,,,,,,,0.11,,,,,
48385,359.6957143,355.8626852,453.9827907,1.951576373,11%,-9.896%,0.589%,0.573%,s,,,,,,,0.11,,,,,
48413,359.6957143,355.8626852,453.9827907,1.951576373,11%,-9.896%,0.589%,0.573%,s,,,,,,,0.11,,,,,
48431,359.6957143,355.8626852,453.9827907,1.951576373,11%,-9.896%,0.589%,0.573%,s,,,,,,,0.11,,,,,
48435,359.6957143,355.8626852,453.9827907,1.951576373,11%,-9.896%,0.589%,0.573%,s,,,,,,,0.11,,,,,
48455,359.6957143,355.8626852,453.9827907,1.951576373,11%,-9.896%,0.589%,0.573%,s,,,,,,,0.11,,,,,
48465,359.6957143,355.8626852,453.9827907,1.951576373,11%,-9.896%,0.589%,0.573%,s,,,,,,,0.11,,,,,
48489,359.6957143,355.8626852,453.9827907,1.951576373,11%,-9.896%,0.589%,0.573%,s,,,,,,,0.11,,,,,
48505,359.6957143,355.8626852,453.9827907,1.951576373,11%,-9.896%,0.589%,0.573%,s,,,,,,,0.11,,,,,
19103,330.3864706,445.8704545,391.6826667,1.792555219,2%,12.894%,-13.215%,0.553%,s,,,,,,,0.02,,,,,
48329,331.4270968,406.4195455,435.214,1.798201273,2%,2.905%,-3.570%,0.545%,s,,,,,,,0.02,,,,,
48209,355.3478947,360.0793805,454.5276866,1.927986707,10%,-8.828%,0.710%,0.522%,s,,,,,,,0.1,,,,,
19085,329.5967308,445.7704545,391.5373333,1.788270382,2%,12.869%,-13.247%,0.452%,s,,,,,,,0.02,,,,,
48019,357.8017857,355.6294444,453.7581395,1.941300615,10%,-9.955%,0.539%,0.342%,s,,,,,,,0.1,,,,,
48325,357.8017857,355.6294444,453.7581395,1.941300615,10%,-9.955%,0.539%,0.342%,s,,,,,,,0.1,,,,,
40011,332.3882353,417.7322222,417.3014286,1.803416057,3%,5.770%,-7.538%,0.276%,s,,,,,,,0.03,,,,,
40019,332.3882353,417.7322222,417.3014286,1.803416057,3%,5.770%,-7.538%,0.276%,s,,,,,,,0.03,,,,,
40069,332.3882353,417.7322222,417.3014286,1.803416057,3%,5.770%,-7.538%,0.276%,s,,,,,,,0.03,,,,,
40073,332.3882353,417.7322222,417.3014286,1.803416057,3%,5.770%,-7.538%,0.276%,s,,,,,,,0.03,,,,,
40099,332.3882353,417.7322222,417.3014286,1.803416057,3%,5.770%,-7.538%,0.276%,s,,,,,,,0.03,,,,,
40123,332.3882353,417.7322222,417.3014286,1.803416057,3%,5.770%,-7.538%,0.276%,s,,,,,,,0.03,,,,,
39101,301.5294355,402.2403147,477.8244444,1.635987583,-7%,1.847%,5.872%,0.264%,s,,,,,,,-0.07,,,,,
48149,354.354375,357.0986364,454.1853435,1.922596235,9%,-9.583%,0.634%,0.143%,s,,,,,,,0.09,,,,,
48287,354.354375,357.0986364,454.1853435,1.922596235,9%,-9.583%,0.634%,0.143%,s,,,,,,,0.09,,,,,
48007,353.8571875,357.0238182,453.6552672,1.919898679,9%,-9.602%,0.516%,0.046%,s,,,,,,,0.09,,,,,
48047,353.77875,357.0927273,453.6232061,1.919473106,9%,-9.584%,0.509%,0.041%,s,,,,,,,0.09,,,,,
48073,353.77875,357.0927273,453.6232061,1.919473106,9%,-9.584%,0.509%,0.041%,s,,,,,,,0.09,,,,,
48379,353.77875,357.0927273,453.6232061,1.919473106,9%,-9.584%,0.509%,0.041%,s,,,,,,,0.09,,,,,
48391,353.77875,357.0927273,453.6232061,1.919473106,9%,-9.584%,0.509%,0.041%,s,,,,,,,0.09,,,,,
48467,353.77875,357.0927273,453.6232061,1.919473106,9%,-9.584%,0.509%,0.041%,s,,,,,,,0.09,,,,,
48499,353.77875,357.0927273,453.6232061,1.919473106,9%,-9.584%,0.509%,0.041%,s,,,,,,,0.09,,,,,
32031,316.8745161,380.2142222,478.6004167,1.719244334,-2%,-3.730%,6.044%,0.041%,s,,,,,,,-0.02,,,,,
48011,352.2392308,360.5723707,451.3242857,1.911120242,9%,-8.703%,0.000%,0.007%,s,,,,,,,0.09,,,,,
48065,352.2392308,360.5723707,451.3242857,1.911120242,9%,-8.703%,0.000%,0.007%,s,,,,,,,0.09,,,,,
48375,352.2392308,360.5723707,451.3242857,1.911120242,9%,-8.703%,0.000%,0.007%,s,,,,,,,0.09,,,,,
48381,352.2392308,360.5723707,451.3242857,1.911120242,9%,-8.703%,0.000%,0.007%,s,,,,,,,0.09,,,,,
10001,337.05,398.715,428.846,1.828709074,4%,0.954%,-4.981%,0.003%,s,,,,,,,0.04,,,,,
10003,337.05,398.715,428.846,1.828709074,4%,0.954%,-4.981%,0.003%,s,,,,,,,0.04,,,,,
10005,337.05,398.715,428.846,1.828709074,4%,0.954%,-4.981%,0.003%,s,,,,,,,0.04,,,,,
48035,352.0726923,360.5292241,451.3179503,1.910216665,9%,-8.714%,-0.001%,-0.014%,t,,,,,,,0.09,,,,,
48043,352.0726923,360.5292241,451.3179503,1.910216665,9%,-8.714%,-0.001%,-0.014%,t,,,,,,,0.09,,,,,
48069,352.0726923,360.5292241,451.3179503,1.910216665,9%,-8.714%,-0.001%,-0.014%,t,,,,,,,0.09,,,,,
48081,352.0726923,360.5292241,451.3179503,1.910216665,9%,-8.714%,-0.001%,-0.014%,t,,,,,,,0.09,,,,,
48083,352.0726923,360.5292241,451.3179503,1.910216665,9%,-8.714%,-0.001%,-0.014%,t,,,,,,,0.09,,,,,
48087,352.0726923,360.5292241,451.3179503,1.910216665,9%,-8.714%,-0.001%,-0.014%,t,,,,,,,0.09,,,,,
48093,352.0726923,360.5292241,451.3179503,1.910216665,9%,-8.714%,-0.001%,-0.014%,t,,,,,,,0.09,,,,,
48111,352.0726923,360.5292241,451.3179503,1.910216665,9%,-8.714%,-0.001%,-0.014%,t,,,,,,,0.09,,,,,
48117,352.0726923,360.5292241,451.3179503,1.910216665,9%,-8.714%,-0.001%,-0.014%,t,,,,,,,0.09,,,,,
48129,352.0726923,360.5292241,451.3179503,1.910216665,9%,-8.714%,-0.001%,-0.014%,t,,,,,,,0.09,,,,,
48145,352.0726923,360.5292241,451.3179503,1.910216665,9%,-8.714%,-0.001%,-0.014%,t,,,,,,,0.09,,,,,
48151,352.0726923,360.5292241,451.3179503,1.910216665,9%,-8.714%,-0.001%,-0.014%,t,,,,,,,0.09,,,,,
48161,352.0726923,360.5292241,451.3179503,1.910216665,9%,-8.714%,-0.001%,-0.014%,t,,,,,,,0.09,,,,,
48193,352.0726923,360.5292241,451.3179503,1.910216665,9%,-8.714%,-0.001%,-0.014%,t,,,,,,,0.09,,,,,
48205,352.0726923,360.5292241,451.3179503,1.910216665,9%,-8.714%,-0.001%,-0.014%,t,,,,,,,0.09,,,,,
48217,352.0726923,360.5292241,451.3179503,1.910216665,9%,-8.714%,-0.001%,-0.014%,t,,,,,,,0.09,,,,,
48293,352.0726923,360.5292241,451.3179503,1.910216665,9%,-8.714%,-0.001%,-0.014%,t,,,,,,,0.09,,,,,
48307,352.0726923,360.5292241,451.3179503,1.910216665,9%,-8.714%,-0.001%,-0.014%,t,,,,,,,0.09,,,,,
48333,352.0726923,360.5292241,451.3179503,1.910216665,9%,-8.714%,-0.001%,-0.014%,t,,,,,,,0.09,,,,,
48335,352.0726923,360.5292241,451.3179503,1.910216665,9%,-8.714%,-0.001%,-0.014%,t,,,,,,,0.09,,,,,
48349,352.0726923,360.5292241,451.3179503,1.910216665,9%,-8.714%,-0.001%,-0.014%,t,,,,,,,0.09,,,,,
48359,352.0726923,360.5292241,451.3179503,1.910216665,9%,-8.714%,-0.001%,-0.014%,t,,,,,,,0.09,,,,,
48369,352.0726923,360.5292241,451.3179503,1.910216665,9%,-8.714%,-0.001%,-0.014%,t,,,,,,,0.09,,,,,
48399,352.0726923,360.5292241,451.3179503,1.910216665,9%,-8.714%,-0.001%,-0.014%,t,,,,,,,0.09,,,,,
48415,352.0726923,360.5292241,451.3179503,1.910216665,9%,-8.714%,-0.001%,-0.014%,t,,,,,,,0.09,,,,,
48421,352.0726923,360.5292241,451.3179503,1.910216665,9%,-8.714%,-0.001%,-0.014%,t,,,,,,,0.09,,,,,
48425,352.0726923,360.5292241,451.3179503,1.910216665,9%,-8.714%,-0.001%,-0.014%,t,,,,,,,0.09,,,,,
48433,352.0726923,360.5292241,451.3179503,1.910216665,9%,-8.714%,-0.001%,-0.014%,t,,,,,,,0.09,,,,,
48483,352.0726923,360.5292241,451.3179503,1.910216665,9%,-8.714%,-0.001%,-0.014%,t,,,,,,,0.09,,,,,
51023,302.153125,385.0678571,491.37,1.639371492,-7%,-2.501%,8.873%,-0.121%,t,,,,,,,-0.07,,,,,
51067,302.153125,385.0678571,491.37,1.639371492,-7%,-2.501%,8.873%,-0.121%,t,,,,,,,-0.07,,,,,
51121,302.153125,385.0678571,491.37,1.639371492,-7%,-2.501%,8.873%,-0.121%,t,,,,,,,-0.07,,,,,
51161,302.153125,385.0678571,491.37,1.639371492,-7%,-2.501%,8.873%,-0.121%,t,,,,,,,-0.07,,,,,
51750,302.153125,385.0678571,491.37,1.639371492,-7%,-2.501%,8.873%,-0.121%,t,,,,,,,-0.07,,,,,
51770,302.153125,385.0678571,491.37,1.639371492,-7%,-2.501%,8.873%,-0.121%,t,,,,,,,-0.07,,,,,
51775,302.153125,385.0678571,491.37,1.639371492,-7%,-2.501%,8.873%,-0.121%,t,,,,,,,-0.07,,,,,
4023,318.9146154,372.852,481.7314706,1.730313161,-2%,-5.594%,6.737%,-0.140%,t,,,,,,,-0.02,,,,,
48259,352.0043333,355.7577982,453.3081538,1.909845775,9%,-9.922%,0.440%,-0.277%,t,,,,,,,0.09,,,,,
32001,320.968125,378.7386842,469.96775,1.741454747,-1%,-4.104%,4.131%,-0.300%,t,,,,,,,-0.01,,,,,
