FIPS,bronze.rate,silver.rate,gold.rate,Column1,bronze percent difference,Column3,Column4,Column5,Class,,,26,,,,,,,,,
20107,443.8726316,523.7603704,564.3692308,2.408289301,37%,32.616%,25.047%,31.557%,m,,,,,,,0.37,-0.087617327,1,,,
20109,443.8726316,523.7603704,564.3692308,2.408289301,37%,32.616%,25.047%,31.557%,m,,,,,,,0.37,-0.105852977,1,,,
20111,443.8726316,523.7603704,564.3692308,2.408289301,37%,32.616%,25.047%,31.557%,m,,,,,,,0.37,-0.099571318,2,,,
20113,443.8726316,523.7603704,564.3692308,2.408289301,37%,32.616%,25.047%,31.557%,m,,,,,,,0.37,-0.063473865,5,,,
20115,443.8726316,523.7603704,564.3692308,2.408289301,37%,32.616%,25.047%,31.557%,m,,,,,,,0.37,-0.068339511,3,,,
20117,443.8726316,523.7603704,564.3692308,2.408289301,37%,32.616%,25.047%,31.557%,m,,,,,,,0.37,-0.103807679,2,,,
20119,443.8726316,523.7603704,564.3692308,2.408289301,37%,32.616%,25.047%,31.557%,m,,,,,,,0.37,-0.072768145,1,,,
20123,443.8726316,523.7603704,564.3692308,2.408289301,37%,32.616%,25.047%,31.557%,m,,,,,,,0.37,-0.099372096,1,,,
20125,443.8726316,523.7603704,564.3692308,2.408289301,37%,32.616%,25.047%,31.557%,m,,,,,,,0.37,-0.079812967,1,,,
20127,443.8726316,523.7603704,564.3692308,2.408289301,37%,32.616%,25.047%,31.557%,m,,,,,,,0.37,-0.086683404,3,,,
20129,443.8726316,523.7603704,564.3692308,2.408289301,37%,32.616%,25.047%,31.557%,m,,,,,,,0.37,-0.080524828,1,,,
20131,443.8726316,523.7603704,564.3692308,2.408289301,37%,32.616%,25.047%,31.557%,m,,,,,,,0.37,-0.08895006,4,,,
20133,443.8726316,523.7603704,564.3692308,2.408289301,37%,32.616%,25.047%,31.557%,m,,,,,,,0.37,-0.117894621,75,,,
20135,443.8726316,523.7603704,564.3692308,2.408289301,37%,32.616%,25.047%,31.557%,m,,,,,,,0.37,-0.146112675,14,,,
20137,443.8726316,523.7603704,564.3692308,2.408289301,37%,32.616%,25.047%,31.557%,m,,,,,,,0.37,-0.102204872,2,,,
20139,443.8726316,523.7603704,564.3692308,2.408289301,37%,32.616%,25.047%,31.557%,m,,,,,,,0.37,-0.059994045,1,,,
20141,443.8726316,523.7603704,564.3692308,2.408289301,37%,32.616%,25.047%,31.557%,m,,,,,,,0.37,-0.084588102,3,,,
20143,443.8726316,523.7603704,564.3692308,2.408289301,37%,32.616%,25.047%,31.557%,m,,,,,,,0.37,-0.081564929,2,,,
20145,443.8726316,523.7603704,564.3692308,2.408289301,37%,32.616%,25.047%,31.557%,m,,,,,,,0.37,-0.086738176,1,,,
20147,443.8726316,523.7603704,564.3692308,2.408289301,37%,32.616%,25.047%,31.557%,m,,,,,,,0.37,-0.152790608,3,,,
20149,443.8726316,523.7603704,564.3692308,2.408289301,37%,32.616%,25.047%,31.557%,m,,,,,,,0.37,-0.113921651,5,,,
20151,443.8726316,523.7603704,564.3692308,2.408289301,37%,32.616%,25.047%,31.557%,m,,,,,,,0.37,-0.107714363,3,,,
20153,443.8726316,523.7603704,564.3692308,2.408289301,37%,32.616%,25.047%,31.557%,m,,,,,,,0.37,-0.148686513,3,,,
20155,443.8726316,523.7603704,564.3692308,2.408289301,37%,32.616%,25.047%,31.557%,m,,,,,,,0.37,-0.050483706,1,,,
20157,443.8726316,523.7603704,564.3692308,2.408289301,37%,32.616%,25.047%,31.557%,m,,,,,,,0.37,-0.094681619,1,,,
20159,443.8726316,523.7603704,564.3692308,2.408289301,37%,32.616%,25.047%,31.557%,m,,,,,,,0.37,-0.087518079,1,,,
20161,443.8726316,523.7603704,564.3692308,2.408289301,37%,32.616%,25.047%,31.557%,m,,,,,,,0.37,-0.111303319,36,,,
20163,443.8726316,523.7603704,564.3692308,2.408289301,37%,32.616%,25.047%,31.557%,m,,,,,,,0.37,-0.067437464,3,,,
20165,443.8726316,523.7603704,564.3692308,2.408289301,37%,32.616%,25.047%,31.557%,m,,,,,,,0.37,-0.07604311,4,,,
20167,443.8726316,523.7603704,564.3692308,2.408289301,37%,32.616%,25.047%,31.557%,m,,,,,,,0.37,-0.071479752,1,,,
20169,443.8726316,523.7603704,564.3692308,2.408289301,37%,32.616%,25.047%,31.557%,m,,,,,,,0.37,-0.061173296,1,,,
20171,443.8726316,523.7603704,564.3692308,2.408289301,37%,32.616%,25.047%,31.557%,m,,,,,,,0.37,-0.070854634,2,,,
20175,443.8726316,523.7603704,564.3692308,2.408289301,37%,32.616%,25.047%,31.557%,m,,,,,,,0.37,-0.149240621,1,,,
20179,443.8726316,523.7603704,564.3692308,2.408289301,37%,32.616%,25.047%,31.557%,m,,,,,,,0.37,-0.09230132,3,,,
20181,443.8726316,523.7603704,564.3692308,2.408289301,37%,32.616%,25.047%,31.557%,m,,,,,,,0.37,-0.066246112,1,,,
20183,443.8726316,523.7603704,564.3692308,2.408289301,37%,32.616%,25.047%,31.557%,m,,,,,,,0.37,-0.095773947,1,,,
20185,443.8726316,523.7603704,564.3692308,2.408289301,37%,32.616%,25.047%,31.557%,m,,,,,,,0.37,-0.062909855,2,,,
20187,443.8726316,523.7603704,564.3692308,2.408289301,37%,32.616%,25.047%,31.557%,m,,,,,,,0.37,-0.154712784,1,,,
20189,443.8726316,523.7603704,564.3692308,2.408289301,37%,32.616%,25.047%,31.557%,m,,,,,,,0.37,-0.098719229,1,,,
20193,443.8726316,523.7603704,564.3692308,2.408289301,37%,32.616%,25.047%,31.557%,m,,,,,,,0.37,-0.093094495,1,,,
20195,443.8726316,523.7603704,564.3692308,2.408289301,37%,32.616%,25.047%,31.557%,m,,,,,,,0.37,-0.048720482,4,,,
20197,443.8726316,523.7603704,564.3692308,2.408289301,37%,32.616%,25.047%,31.557%,m,,,,,,,0.37,-0.10161764,1,,,
20199,443.8726316,523.7603704,564.3692308,2.408289301,37%,32.616%,25.047%,31.557%,m,,,,,,,0.37,-0.159673545,4,,,
20201,443.8726316,523.7603704,564.3692308,2.408289301,37%,32.616%,25.047%,31.557%,m,,,,,,,0.37,-0.105723925,2,,,
20203,443.8726316,523.7603704,564.3692308,2.408289301,37%,32.616%,25.047%,31.557%,m,,,,,,,0.37,-0.166319462,2,,,
20205,443.8726316,523.7603704,564.3692308,2.408289301,37%,32.616%,25.047%,31.557%,m,,,,,,,0.37,-0.104023176,2,,,
20207,443.8726316,523.7603704,564.3692308,2.408289301,37%,32.616%,25.047%,31.557%,m,,,,,,,0.37,-0.074028697,6,,,
20001,430.2824528,534.0956667,558.1047368,2.334554,33%,35.233%,23.659%,30.569%,m,,,,,,,0.33,-0.106029253,1,,,
20003,430.2824528,534.0956667,558.1047368,2.334554,33%,35.233%,23.659%,30.569%,m,,,,,,,0.33,-0.098507971,1,,,
20059,430.2824528,534.0956667,558.1047368,2.334554,33%,35.233%,23.659%,30.569%,m,,,,,,,0.33,-0.073491063,8,,,
31109,407.9914286,531.4575,587.6394737,2.213611119,26%,34.565%,30.203%,30.234%,m,,,,,,,0.26,-0.100328389,2,,,
37029,400.9974336,511.8759603,619.222459,2.17566428,24%,29.607%,37.201%,30.194%,m,,,,,,,0.24,-0.067776723,1,,,
37031,400.9974336,511.8759603,619.222459,2.17566428,24%,29.607%,37.201%,30.194%,m,,,,,,,0.24,-0.088608742,7,,,
37049,400.9974336,511.8759603,619.222459,2.17566428,24%,29.607%,37.201%,30.194%,m,,,,,,,0.24,-0.170103268,1,,,
37053,400.9974336,511.8759603,619.222459,2.17566428,24%,29.607%,37.201%,30.194%,m,,,,,,,0.24,-0.119058744,1,,,
37073,400.9974336,511.8759603,619.222459,2.17566428,24%,29.607%,37.201%,30.194%,m,,,,,,,0.24,-0.1165635,3,,,
37139,400.9974336,511.8759603,619.222459,2.17566428,24%,29.607%,37.201%,30.194%,m,,,,,,,0.24,-0.089535652,3,,,
37143,400.9974336,511.8759603,619.222459,2.17566428,24%,29.607%,37.201%,30.194%,m,,,,,,,0.24,-0.052084294,2,,,
37015,397.7183212,509.7203911,623.8710769,2.157873024,23%,29.061%,38.231%,30.018%,m,,,,,,,0.23,-0.11197714,1,,,
37041,397.7183212,509.7203911,623.8710769,2.157873024,23%,29.061%,38.231%,30.018%,m,,,,,,,0.23,-0.091475965,2,,,
37083,397.7183212,509.7203911,623.8710769,2.157873024,23%,29.061%,38.231%,30.018%,m,,,,,,,0.23,-0.118555681,1,,,
37091,397.7183212,509.7203911,623.8710769,2.157873024,23%,29.061%,38.231%,30.018%,m,,,,,,,0.23,-0.091802308,2,,,
56001,413.1814286,593.3404762,505.3805556,2.241770146,28%,50.233%,11.977%,29.915%,n,,,,,,,0.28,-0.123256262,1,,,
56003,413.1814286,593.3404762,505.3805556,2.241770146,28%,50.233%,11.977%,29.915%,n,,,,,,,0.28,-0.125372195,6,,,
56005,413.1814286,593.3404762,505.3805556,2.241770146,28%,50.233%,11.977%,29.915%,n,,,,,,,0.28,-0.125632788,3,,,
56007,413.1814286,593.3404762,505.3805556,2.241770146,28%,50.233%,11.977%,29.915%,n,,,,,,,0.28,-0.110738717,5,,,
56009,413.1814286,593.3404762,505.3805556,2.241770146,28%,50.233%,11.977%,29.915%,n,,,,,,,0.28,-0.104560885,4,,,
56011,413.1814286,593.3404762,505.3805556,2.241770146,28%,50.233%,11.977%,29.915%,n,,,,,,,0.28,-0.055604577,3,,,
56013,413.1814286,593.3404762,505.3805556,2.241770146,28%,50.233%,11.977%,29.915%,n,,,,,,,0.28,-0.09359243,3,,,
56015,413.1814286,593.3404762,505.3805556,2.241770146,28%,50.233%,11.977%,29.915%,n,,,,,,,0.28,-0.097797716,11,,,
56017,413.1814286,593.3404762,505.3805556,2.241770146,28%,50.233%,11.977%,29.915%,n,,,,,,,0.28,-0.127584941,30,,,
56019,413.1814286,593.3404762,505.3805556,2.241770146,28%,50.233%,11.977%,29.915%,n,,,,,,,0.28,-0.127896228,1,,,
56021,413.1814286,593.3404762,505.3805556,2.241770146,28%,50.233%,11.977%,29.915%,n,,,,,,,0.28,-0.117926774,1,,,
56023,413.1814286,593.3404762,505.3805556,2.241770146,28%,50.233%,11.977%,29.915%,n,,,,,,,0.28,-0.128380552,2,,,
56025,413.1814286,593.3404762,505.3805556,2.241770146,28%,50.233%,11.977%,29.915%,n,,,,,,,0.28,-0.12862622,3,,,
56027,413.1814286,593.3404762,505.3805556,2.241770146,28%,50.233%,11.977%,29.915%,n,,,,,,,0.28,-0.158681105,1,,,
56029,413.1814286,593.3404762,505.3805556,2.241770146,28%,50.233%,11.977%,29.915%,n,,,,,,,0.28,-0.106552337,4,,,
56031,413.1814286,593.3404762,505.3805556,2.241770146,28%,50.233%,11.977%,29.915%,n,,,,,,,0.28,-0.127850706,1,,,
56033,413.1814286,593.3404762,505.3805556,2.241770146,28%,50.233%,11.977%,29.915%,n,,,,,,,0.28,-0.167381368,2,,,
56035,413.1814286,593.3404762,505.3805556,2.241770146,28%,50.233%,11.977%,29.915%,n,,,,,,,0.28,-0.126211109,8,,,
56037,413.1814286,593.3404762,505.3805556,2.241770146,28%,50.233%,11.977%,29.915%,n,,,,,,,0.28,-0.129919374,1,,,
56039,413.1814286,593.3404762,505.3805556,2.241770146,28%,50.233%,11.977%,29.915%,n,,,,,,,0.28,-0.078052269,1,,,
56041,413.1814286,593.3404762,505.3805556,2.241770146,28%,50.233%,11.977%,29.915%,n,,,,,,,0.28,-0.100584077,1,,,
56043,413.1814286,593.3404762,505.3805556,2.241770146,28%,50.233%,11.977%,29.915%,n,,,,,,,0.28,-0.09706811,6,,,
56045,413.1814286,593.3404762,505.3805556,2.241770146,28%,50.233%,11.977%,29.915%,n,,,,,,,0.28,-0.173360799,1,,,
25007,408.9460714,502.3688889,609.3716667,2.218790659,26%,27.200%,35.019%,29.482%,n,,,,,,,0.26,-0.078205857,1,,,
25019,408.9460714,502.3688889,609.3716667,2.218790659,26%,27.200%,35.019%,29.482%,n,,,,,,,0.26,-0.108390482,3,,,
31155,407.9914286,531.4575,575.6093333,2.213611119,26%,34.565%,27.538%,29.345%,n,,,,,,,0.26,-0.080617777,1,,,
20015,438.5521951,505.48,560.704,2.379422574,35%,27.987%,24.235%,29.196%,n,,,,,,,0.35,-0.110408982,2,,,
37189,370.1606944,551.8945313,602.8348571,2.008355498,14%,39.739%,33.570%,29.189%,n,,,,,,,0.14,-0.077775464,2,,,
37171,387.9745588,538.6525,579.8690196,2.105006961,20%,36.386%,28.482%,28.208%,n,,,,,,,0.2,-0.087863443,1,,,
31053,403.2445161,530.2151724,566.6294118,2.187856121,24%,34.250%,25.548%,28.089%,n,,,,,,,0.24,-0.113201649,7,,,
31055,403.2445161,530.2151724,566.6294118,2.187856121,24%,34.250%,25.548%,28.089%,n,,,,,,,0.24,-0.080255064,1,,,
31153,403.2445161,530.2151724,566.6294118,2.187856121,24%,34.250%,25.548%,28.089%,n,,,,,,,0.24,-0.133808703,1,,,
37007,384.559875,504.6429268,618.3247826,2.086480145,19%,27.775%,37.002%,27.826%,n,,,,,,,0.19,-0.196165236,1,,,
37167,384.559875,504.6429268,618.3247826,2.086480145,19%,27.775%,37.002%,27.826%,n,,,,,,,0.19,-0.087850799,2,,,
37019,392.5273077,540.0683516,564.9916071,2.129708498,21%,36.745%,25.185%,27.697%,n,,,,,,,0.21,-0.149245328,3,,,
37047,392.5273077,540.0683516,564.9916071,2.129708498,21%,36.745%,25.185%,27.697%,n,,,,,,,0.21,-0.168460131,1,,,
37129,392.5273077,540.0683516,564.9916071,2.129708498,21%,36.745%,25.185%,27.697%,n,,,,,,,0.21,-0.143119229,1,,,
37141,392.5273077,540.0683516,564.9916071,2.129708498,21%,36.745%,25.185%,27.697%,n,,,,,,,0.21,-0.123928961,1,,,
25001,408.9460714,478.7917857,609.3716667,2.218790659,26%,21.230%,35.019%,27.492%,n,,,,,,,0.26,-0.206214221,4,,,
37109,383.5713415,503.2450588,615.177234,2.081116726,18%,27.421%,36.305%,27.374%,n,,,,,,,0.18,-0.192262523,1,,,
40063,446.5282609,525.9218182,496.7984615,2.422697767,38%,33.163%,10.076%,27.022%,n,,,,,,,0.38,-0.18900517,8,,,
20079,426.136087,506.0025,547.2382353,2.312057347,32%,28.120%,21.252%,26.968%,n,,,,,,,0.32,-0.040840462,1,,,
20173,426.136087,506.0025,547.2382353,2.312057347,32%,28.120%,21.252%,26.968%,n,,,,,,,0.32,-0.093480678,1,,,
20191,426.136087,506.0025,547.2382353,2.312057347,32%,28.120%,21.252%,26.968%,n,,,,,,,0.32,-0.168118452,92,,,
12035,399.6159468,522.8625819,560.4102201,2.168168842,23%,32.388%,24.170%,26.635%,n,,,,,,,0.23,-0.079347864,1,,,
40117,445.2678261,523.0863636,495.2061538,2.415859113,37%,32.445%,9.723%,26.536%,n,,,,,,,0.37,-0.094689048,1,,,
37017,388.2223664,506.6543125,577.7049367,2.106351474,20%,28.285%,28.002%,25.373%,n,,,,,,,0.2,-0.083957031,22,,,
37051,388.2223664,506.6543125,577.7049367,2.106351474,20%,28.285%,28.002%,25.373%,n,,,,,,,0.2,-0.149974846,1,,,
37085,388.2223664,506.6543125,577.7049367,2.106351474,20%,28.285%,28.002%,25.373%,n,,,,,,,0.2,-0.155446488,4,,,
37093,388.2223664,506.6543125,577.7049367,2.106351474,20%,28.285%,28.002%,25.373%,n,,,,,,,0.2,-0.158751696,1,,,
37013,373.7004046,500.4534518,590.9202703,2.027560661,15%,26.715%,30.930%,24.331%,o,,,,,,,0.15,-0.159749828,1,,,
37065,373.7004046,500.4534518,590.9202703,2.027560661,15%,26.715%,30.930%,24.331%,o,,,,,,,0.15,-0.159235956,4,,,
37079,373.7004046,500.4534518,590.9202703,2.027560661,15%,26.715%,30.930%,24.331%,o,,,,,,,0.15,-0.174847782,1,,,
37147,373.7004046,500.4534518,590.9202703,2.027560661,15%,26.715%,30.930%,24.331%,o,,,,,,,0.15,-0.111919529,1,,,
37061,377.3439623,518.502043,564.6101316,2.047329262,16%,31.284%,25.101%,24.286%,o,,,,,,,0.16,-0.085405524,3,,,
29177,390.6744,459.5476667,612.3211111,2.119655304,21%,16.357%,35.672%,24.206%,o,,,,,,,0.21,-0.112780249,3,,,
37071,369.166,482.0757547,613.9956,2.002958653,14%,22.061%,36.043%,24.018%,o,,,,,,,0.14,-0.160053238,1,,,
37039,372.3185906,500.8440828,584.9864286,2.020063448,15%,26.813%,29.616%,23.784%,o,,,,,,,0.15,-0.157995465,4,,,
37055,372.3185906,500.8440828,584.9864286,2.020063448,15%,26.813%,29.616%,23.784%,o,,,,,,,0.15,-0.154241217,1,,,
37149,372.3185906,500.8440828,584.9864286,2.020063448,15%,26.813%,29.616%,23.784%,o,,,,,,,0.15,-0.116529978,3,,,
37191,372.3185906,500.8440828,584.9864286,2.020063448,15%,26.813%,29.616%,23.784%,o,,,,,,,0.15,-0.188496799,3,,,
37195,372.3185906,500.8440828,584.9864286,2.020063448,15%,26.813%,29.616%,23.784%,o,,,,,,,0.15,-0.148977277,5,,,
37025,366.0387255,478.2644444,612.4156,1.985991214,13%,21.096%,35.693%,23.258%,o,,,,,,,0.13,-0.164677053,1,,,
37179,366.0387255,478.2644444,612.4156,1.985991214,13%,21.096%,35.693%,23.258%,o,,,,,,,0.13,-0.20969078,1,,,
37011,369.3715528,495.0169945,586.8706944,2.004073907,14%,25.338%,30.033%,23.128%,o,,,,,,,0.14,-0.117309825,1,,,
37075,369.3715528,495.0169945,586.8706944,2.004073907,14%,25.338%,30.033%,23.128%,o,,,,,,,0.14,-0.169974659,1,,,
37127,369.989281,497.8766667,582.3860563,2.007425472,14%,26.062%,29.039%,23.102%,o,,,,,,,0.14,-0.176032673,1,,,
37043,368.6945283,496.7405978,585.4829333,2.000400621,14%,25.774%,29.726%,23.101%,o,,,,,,,0.14,-0.160703913,2,,,
37197,364.729375,478.9314563,610.6036538,1.978887161,13%,21.265%,35.292%,23.045%,o,,,,,,,0.13,-0.157751511,1,,,
37193,368.359661,485.139037,598.4004839,1.998583755,14%,22.837%,32.588%,23.042%,o,,,,,,,0.14,-0.171858712,1,,,
37113,366.174152,491.645101,587.2319481,1.986725989,13%,24.484%,30.113%,22.541%,o,,,,,,,0.13,-0.210127076,2,,,
37115,366.174152,491.645101,587.2319481,1.986725989,13%,24.484%,30.113%,22.541%,o,,,,,,,0.13,-0.067862747,1,,,
37121,366.174152,491.645101,587.2319481,1.986725989,13%,24.484%,30.113%,22.541%,o,,,,,,,0.13,-0.168222039,2,,,
37173,366.174152,491.645101,587.2319481,1.986725989,13%,24.484%,30.113%,22.541%,o,,,,,,,0.13,-0.174840849,3,,,
37199,366.174152,491.645101,587.2319481,1.986725989,13%,24.484%,30.113%,22.541%,o,,,,,,,0.13,-0.179550189,1,,,
29019,385.2215,469.4517143,585.865,2.090069878,19%,18.865%,29.810%,22.527%,o,,,,,,,0.19,-0.123188741,1,,,
25025,390.6090909,468.646,572.6721154,2.119300961,21%,18.661%,26.887%,22.039%,o,,,,,,,0.21,-0.168995546,9,,,
25009,389.261875,466.2941176,573.0208,2.111991464,20%,18.065%,26.964%,21.727%,o,,,,,,,0.2,-0.184956093,1,,,
25023,389.261875,466.2941176,573.0208,2.111991464,20%,18.065%,26.964%,21.727%,o,,,,,,,0.2,-0.177679775,1,,,
12085,378.9349695,482.0389911,569.2726608,2.055961481,17%,22.052%,26.134%,21.717%,o,,,,,,,0.17,-0.097508877,1,,,
37077,367.0982787,469.0776389,597.6951667,1.991739959,13%,18.770%,32.431%,21.504%,o,,,,,,,0.13,-0.098259905,2,,,
37181,367.0982787,469.0776389,597.6951667,1.991739959,13%,18.770%,32.431%,21.504%,o,,,,,,,0.13,-0.164385492,1,,,
37063,362.9670755,457.6392437,611.9917647,1.969325573,12%,15.874%,35.599%,21.170%,o,,,,,,,0.12,-0.169326777,1,,,
48009,405.4085714,492.8433333,510.3466667,2.199597488,25%,24.788%,13.078%,21.000%,o,,,,,,,0.25,-0.172342411,1,,,
48077,405.4085714,492.8433333,510.3466667,2.199597488,25%,24.788%,13.078%,21.000%,o,,,,,,,0.25,-0.171957452,6,,,
48485,405.4085714,492.8433333,510.3466667,2.199597488,25%,24.788%,13.078%,21.000%,o,,,,,,,0.25,-0.214748667,1,,,
46003,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.184081231,2,,,
46005,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.168316819,3,,,
46007,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.132673738,2,,,
46009,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.177478107,1,,,
46011,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.17858251,1,,,
46015,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.198412323,1,,,
46017,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.181777083,1,,,
46019,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.184280531,1,,,
46021,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.119619142,1,,,
46023,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.189996922,1,,,
46025,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.188392864,1,,,
46027,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.226972608,1,,,
46029,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.036617405,1,,,
46031,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.20499602,3,,,
46033,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.179734887,1,,,
46035,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.186924828,2,,,
46037,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.232131616,1,,,
46039,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.236151815,3,,,
46041,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.178379696,1,,,
46043,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.143268314,5,,,
46045,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.138940761,1,,,
46047,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.111858568,1,,,
46049,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.081230035,2,,,
46051,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.184348844,1,,,
46053,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.144176674,7,,,
46055,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.144371032,3,,,
46057,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.17779264,1,,,
46059,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.11136999,2,,,
46061,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.146600549,1,,,
46063,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.15096802,2,,,
46065,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.192243255,1,,,
46067,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.157829548,1,,,
46069,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.201448819,2,,,
46071,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.151778419,1,,,
46073,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.203772331,1,,,
46075,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.152584614,1,,,
46077,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.161009523,1,,,
46079,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.152763266,5,,,
46081,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.157900179,2,,,
46085,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.157914383,9,,,
46087,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.157993872,7,,,
46089,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.158159131,9,,,
46091,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.146591182,2,,,
46093,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.22567149,1,,,
46095,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.170872687,1,,,
46097,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.19870268,2,,,
46101,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.202654275,1,,,
46102,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.170611461,5,,,
46103,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.286842161,2,,,
46105,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.204669681,1,,,
46107,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.195731453,4,,,
46109,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.16353306,2,,,
46111,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.174839996,1,,,
46115,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.171264089,2,,,
46117,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.202985389,2,,,
46119,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.181904957,1,,,
46121,375.84125,474.15425,563.41625,2.039176099,16%,20.056%,24.836%,20.300%,o,,,,,,,0.16,-0.1933796,1,,,
